name;id;category;url
Denges;dhs-002437;commune;https://hls-dhs-dss.ch/fr/articles/002437/2005-08-22/
Dizy;dhs-002331;commune;https://hls-dhs-dss.ch/fr/articles/002331/2006-01-24/
Dommartin;dhs-002360;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002360/2017-01-04/
Dompierre (VD);dhs-002471;commune;https://hls-dhs-dss.ch/fr/articles/002471/2004-04-14/
Donatyre;dhs-002314;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002314/2017-01-04/
Donneloye;dhs-002634;commune;https://hls-dhs-dss.ch/fr/articles/002634/2017-01-04/
Duillier;dhs-002507;commune;https://hls-dhs-dss.ch/fr/articles/002507/2004-07-27/
Dully;dhs-002600;commune;https://hls-dhs-dss.ch/fr/articles/002600/2006-02-21/
Démoret;dhs-002633;commune;https://hls-dhs-dss.ch/fr/articles/002633/2004-03-24/
Echallens (commune);dhs-002361;commune;https://hls-dhs-dss.ch/fr/articles/002361/2006-02-28/
Echandens;dhs-002438;commune;https://hls-dhs-dss.ch/fr/articles/002438/2004-07-28/
Echichens;dhs-002439;commune;https://hls-dhs-dss.ch/fr/articles/002439/2017-01-04/
Eclagnens;dhs-002362;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002362/2017-02-06/
Eclépens;dhs-002332;commune;https://hls-dhs-dss.ch/fr/articles/002332/2004-07-28/
Ecoteaux;dhs-002556;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002556/2017-01-05/
Ecublens (VD);dhs-002440;commune;https://hls-dhs-dss.ch/fr/articles/002440/2014-08-07/
Envy;dhs-003326;ancienne commune;https://hls-dhs-dss.ch/fr/articles/003326/2004-11-01/
Epalinges;dhs-002406;commune;https://hls-dhs-dss.ch/fr/articles/002406/2004-09-02/
Ependes (VD);dhs-002635;commune;https://hls-dhs-dss.ch/fr/articles/002635/2006-03-14/
Epesses;dhs-002417;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002417/2017-02-02/
Essert-Pittet;dhs-002636;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002636/2017-01-11/
Essert-sous-Champvent;dhs-002637;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002637/2017-01-04/
Essertes;dhs-002557;commune;https://hls-dhs-dss.ch/fr/articles/002557/2003-01-08/
Essertines-sur-Rolle;dhs-002601;commune;https://hls-dhs-dss.ch/fr/articles/002601/2004-11-09/
Essertines-sur-Yverdon;dhs-002363;commune;https://hls-dhs-dss.ch/fr/articles/002363/2004-08-23/
Etagnières;dhs-002364;commune;https://hls-dhs-dss.ch/fr/articles/002364/2004-11-09/
Etoy;dhs-002441;commune;https://hls-dhs-dss.ch/fr/articles/002441/2014-04-03/
Eysins;dhs-002508;commune;https://hls-dhs-dss.ch/fr/articles/002508/2004-11-17/
Faoug;dhs-002315;commune;https://hls-dhs-dss.ch/fr/articles/002315/2004-11-17/
Ferlens (VD);dhs-002558;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002558/2017-01-04/
Ferreyres;dhs-002333;commune;https://hls-dhs-dss.ch/fr/articles/002333/2006-04-10/
Fey;dhs-002365;commune;https://hls-dhs-dss.ch/fr/articles/002365/2006-04-10/
Fiez;dhs-002388;commune;https://hls-dhs-dss.ch/fr/articles/002388/2005-01-20/
Fontaines-sur-Grandson;dhs-002389;commune;https://hls-dhs-dss.ch/fr/articles/002389/2007-05-03/
Fontanezier;dhs-002390;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002390/2017-01-05/
Forel (Lavaux);dhs-002418;commune;https://hls-dhs-dss.ch/fr/articles/002418/2003-05-19/
Forel-sur-Lucens;dhs-002472;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002472/2017-01-11/
Founex;dhs-002509;commune;https://hls-dhs-dss.ch/fr/articles/002509/2007-05-01/
Froideville;dhs-002366;commune;https://hls-dhs-dss.ch/fr/articles/002366/2003-05-19/
Féchy;dhs-002297;commune;https://hls-dhs-dss.ch/fr/articles/002297/2005-01-11/
Genolier;dhs-002510;commune;https://hls-dhs-dss.ch/fr/articles/002510/2007-07-11/
Giez;dhs-002391;commune;https://hls-dhs-dss.ch/fr/articles/002391/2004-06-28/
Gilly;dhs-002602;commune;https://hls-dhs-dss.ch/fr/articles/002602/2005-11-18/
Gimel;dhs-002298;commune;https://hls-dhs-dss.ch/fr/articles/002298/2011-08-03/
Gingins;dhs-002511;commune;https://hls-dhs-dss.ch/fr/articles/002511/2005-11-18/
Givrins;dhs-002512;commune;https://hls-dhs-dss.ch/fr/articles/002512/2005-10-14/
Gland;dhs-002513;commune;https://hls-dhs-dss.ch/fr/articles/002513/2005-11-21/
Gollion;dhs-002334;commune;https://hls-dhs-dss.ch/fr/articles/002334/2007-04-05/
Gossens;dhs-002638;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002638/2017-01-06/
Goumoens-la-Ville;dhs-002367;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002367/2017-02-06/
Goumoens-le-Jux;dhs-002368;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002368/2017-02-06/
Goumoëns (commune);dhs-049645;commune;https://hls-dhs-dss.ch/fr/articles/049645/2016-09-28/
Grancy;dhs-002335;commune;https://hls-dhs-dss.ch/fr/articles/002335/2005-06-15/
Grandcour;dhs-002579;commune;https://hls-dhs-dss.ch/fr/articles/002579/2007-07-17/
Grandevent;dhs-002392;commune;https://hls-dhs-dss.ch/fr/articles/002392/2006-01-10/
Grandson (commune);dhs-002393;commune;https://hls-dhs-dss.ch/fr/articles/002393/2019-04-03/
Grandvaux;dhs-002419;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002419/2017-01-04/
Granges-près-Marnand;dhs-002580;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002580/2017-01-05/
Grens;dhs-002514;commune;https://hls-dhs-dss.ch/fr/articles/002514/2006-01-24/
Gressy;dhs-002639;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002639/2017-01-05/
Gryon;dhs-002280;commune;https://hls-dhs-dss.ch/fr/articles/002280/2008-03-11/
Henniez;dhs-002581;commune;https://hls-dhs-dss.ch/fr/articles/002581/2010-12-16/
Hermenches;dhs-002473;commune;https://hls-dhs-dss.ch/fr/articles/002473/2011-03-31/
Isle, L';dhs-002336;commune;https://hls-dhs-dss.ch/fr/articles/002336/2007-02-05/
Jongny;dhs-002616;commune;https://hls-dhs-dss.ch/fr/articles/002616/2009-02-17/
Jorat-Menthue;dhs-049662;commune;https://hls-dhs-dss.ch/fr/articles/049662/2016-09-28/
Jorat-Mézières;dhs-050190;commune;https://hls-dhs-dss.ch/fr/articles/050190/2016-09-28/
Jouxtens-Mézery;dhs-002407;commune;https://hls-dhs-dss.ch/fr/articles/002407/2007-05-08/
Juriens;dhs-002537;commune;https://hls-dhs-dss.ch/fr/articles/002537/2009-02-19/
Lausanne (commune);dhs-002408;commune;https://hls-dhs-dss.ch/fr/articles/002408/2009-04-02/
Lavey-Morcles;dhs-045882;commune;https://hls-dhs-dss.ch/fr/articles/045882/2009-03-18/
Lavigny;dhs-002442;commune;https://hls-dhs-dss.ch/fr/articles/002442/2006-05-15/
Leysin;dhs-002282;commune;https://hls-dhs-dss.ch/fr/articles/002282/2007-07-30/
Lieu, Le;dhs-002611;commune;https://hls-dhs-dss.ch/fr/articles/002611/2009-03-24/
Lignerolle;dhs-002538;commune;https://hls-dhs-dss.ch/fr/articles/002538/2009-03-24/
Lonay;dhs-002443;commune;https://hls-dhs-dss.ch/fr/articles/002443/2009-03-26/
Longirod;dhs-002299;commune;https://hls-dhs-dss.ch/fr/articles/002299/2008-02-06/
Lovatens;dhs-002474;commune;https://hls-dhs-dss.ch/fr/articles/002474/2008-02-07/
Lucens;dhs-002475;commune;https://hls-dhs-dss.ch/fr/articles/002475/2017-02-06/
Luins;dhs-002603;commune;https://hls-dhs-dss.ch/fr/articles/002603/2010-02-16/
Lully (VD);dhs-002444;commune;https://hls-dhs-dss.ch/fr/articles/002444/2008-07-23/
Lussery;dhs-002337;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002337/2009-12-01/
Lussery-Villars;dhs-045870;commune;https://hls-dhs-dss.ch/fr/articles/045870/2010-12-16/
Lussy-sur-Morges;dhs-002445;commune;https://hls-dhs-dss.ch/fr/articles/002445/2006-05-15/
Lutry;dhs-002420;commune;https://hls-dhs-dss.ch/fr/articles/002420/2010-02-16/
Malapalud;dhs-002369;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002369/2017-01-04/
Maracon;dhs-002559;commune;https://hls-dhs-dss.ch/fr/articles/002559/2008-09-01/
Marchissy;dhs-002300;commune;https://hls-dhs-dss.ch/fr/articles/002300/2008-09-01/
Marnand;dhs-002582;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002582/2017-01-05/
Martherenges;dhs-002476;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002476/2017-01-04/
Mathod;dhs-002640;commune;https://hls-dhs-dss.ch/fr/articles/002640/2007-10-09/
Mauborget;dhs-002394;commune;https://hls-dhs-dss.ch/fr/articles/002394/2009-12-17/
Mauraz;dhs-002338;commune;https://hls-dhs-dss.ch/fr/articles/002338/2008-08-28/
Mex (VD);dhs-002339;commune;https://hls-dhs-dss.ch/fr/articles/002339/2010-01-12/
Mies;dhs-002515;commune;https://hls-dhs-dss.ch/fr/articles/002515/2010-01-14/
Missy;dhs-002583;commune;https://hls-dhs-dss.ch/fr/articles/002583/2010-01-19/
Moiry;dhs-002340;commune;https://hls-dhs-dss.ch/fr/articles/002340/2010-01-19/
Mollens (VD);dhs-002301;commune;https://hls-dhs-dss.ch/fr/articles/002301/2008-09-09/
Molondin;dhs-002642;commune;https://hls-dhs-dss.ch/fr/articles/002642/2008-11-26/
Monnaz;dhs-002446;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002446/2017-01-04/
Mont-la-Ville;dhs-002341;commune;https://hls-dhs-dss.ch/fr/articles/002341/2008-12-02/
Mont-sur-Lausanne, Le;dhs-002409;commune;https://hls-dhs-dss.ch/fr/articles/002409/2008-12-02/
Mont-sur-Rolle;dhs-002604;commune;https://hls-dhs-dss.ch/fr/articles/002604/2008-12-02/
Montagny-près-Yverdon;dhs-002643;commune;https://hls-dhs-dss.ch/fr/articles/002643/2008-05-21/
Montanaire;dhs-049908;commune;https://hls-dhs-dss.ch/fr/articles/049908/2016-09-28/
Montaubion-Chardonney;dhs-002477;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002477/2017-01-04/
Montcherand;dhs-002539;commune;https://hls-dhs-dss.ch/fr/articles/002539/2010-01-21/
Montherod;dhs-002302;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002302/2021-07-22/
Montilliez;dhs-049644;commune;https://hls-dhs-dss.ch/fr/articles/049644/2016-09-28/
Montmagny;dhs-002316;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002316/2017-01-06/
Montpreveyres;dhs-002561;commune;https://hls-dhs-dss.ch/fr/articles/002561/2008-12-02/
Montreux;dhs-002617;commune;https://hls-dhs-dss.ch/fr/articles/002617/2017-06-15/
Montricher;dhs-002342;commune;https://hls-dhs-dss.ch/fr/articles/002342/2020-05-29/
Morcles;dhs-003328;ancienne commune;https://hls-dhs-dss.ch/fr/articles/003328/2010-01-26/
Morges (commune);dhs-002447;commune;https://hls-dhs-dss.ch/fr/articles/002447/2019-04-03/
Morrens (VD);dhs-002370;commune;https://hls-dhs-dss.ch/fr/articles/002370/2009-01-13/
Moudon (commune);dhs-002478;commune;https://hls-dhs-dss.ch/fr/articles/002478/2020-07-16/
Mur (VD);dhs-002317;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002317/2019-04-08/
Mutrux;dhs-002395;commune;https://hls-dhs-dss.ch/fr/articles/002395/2009-06-23/
Mézery-près-Donneloye;dhs-002641;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002641/2017-01-04/
Mézières (VD);dhs-002560;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002560/2017-01-04/
Naz;dhs-002371;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002371/2017-01-04/
Neyruz-sur-Moudon;dhs-002479;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002479/2017-01-04/
Novalles;dhs-002396;commune;https://hls-dhs-dss.ch/fr/articles/002396/2009-08-18/
Noville;dhs-002283;commune;https://hls-dhs-dss.ch/fr/articles/002283/2014-12-18/
Nyon (commune);dhs-002516;commune;https://hls-dhs-dss.ch/fr/articles/002516/2011-11-09/
Ogens;dhs-002480;commune;https://hls-dhs-dss.ch/fr/articles/002480/2010-11-23/
Oleyres;dhs-002318;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002318/2017-01-04/
Ollon;dhs-002284;commune;https://hls-dhs-dss.ch/fr/articles/002284/2010-11-30/
Onnens (VD);dhs-002397;commune;https://hls-dhs-dss.ch/fr/articles/002397/2009-10-28/
Oppens;dhs-002644;commune;https://hls-dhs-dss.ch/fr/articles/002644/2010-12-02/
Orbe (commune);dhs-002540;commune;https://hls-dhs-dss.ch/fr/articles/002540/2020-05-29/
Orges;dhs-002645;commune;https://hls-dhs-dss.ch/fr/articles/002645/2008-09-16/
Ormont-Dessous;dhs-002285;commune;https://hls-dhs-dss.ch/fr/articles/002285/2009-11-02/
Ormont-Dessus;dhs-002286;commune;https://hls-dhs-dss.ch/fr/articles/002286/2010-12-07/
Orny;dhs-002343;commune;https://hls-dhs-dss.ch/fr/articles/002343/2009-08-13/
Oron (commune);dhs-050191;commune;https://hls-dhs-dss.ch/fr/articles/050191/2016-09-28/
Oron-la-Ville;dhs-002562;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002562/2017-01-05/
Oron-le-Châtel;dhs-002563;ancienne commune;https://hls-dhs-dss.ch/fr/articles/002563/2017-01-05/
Orzens;dhs-002646;commune;https://hls-dhs-dss.ch/fr/articles/002646/2009-11-03/
Oulens-sous-Echallens;dhs-002372;commune;https://hls-dhs-dss.ch/fr/articles/002372/2009-11-17/
